IdData,IdKalimat,Data,DataCleaned,Label,DataEditGreedy,DataEditOptimal,LabelGreedy,LabelOptimal
88,5,"Salah satu bahannya, yaitu dong quai mempunyai efek seperti hormon estrogen, dimana obat ini dapat mempengaruhi sistem hormon estrogen dalam tubuh konsumen",salah bahan quai efek hormon estrogen obat pengaruh sistem hormon estrogen tubuh konsumen,F3,3,2,Fx,Fx
88,6,"Oleh karena itu, obat ini sering digunakan untuk membantu siklus haid dan keluhan menopause pada wanita",obat bantu siklus haid keluh menopause wanita,F3,4,3,Fx,Fx
88,7,"Namun, selain manfaatnya terhadap siklus haid, dong quai yang mempunyai efek seperti estrogen, juga dapat berisiko memicu munculnya jerawat karena faktor hormonal",manfaat hadap siklus haid quai efek estrogen risiko picu muncul jerawat faktor hormonal,F3,5,4,F3,Fx
88,8,"Sedapat mungkin keseimbangan hormon estrogen tetap terjaga pada pria, sehingga dapat bekerja terkontrol dan mencegah efek sampingnya",imbang hormon estrogen jaga pria kerja kontrol cegah efek samping,F3,5,5,F3,F3
88,9,"Peningkatan hormon estrogen dalam tubuh memang dapat membantu kenaikan berat badan, namun, efek samping kenaikan hormon ini juga dapat ditemui, seperti: 1 spotting pada wanita",tingkat hormon estrogen tubuh bantu berat badan efek samping hormon temu spotting wanita,F3,5,5,F3,F3
88,10,2 Gangguan haid pada wanita,ganggu haid wanita,F3,5,5,F3,F3
88,11,3 Gangguan tidur,ganggu tidur,F3,5,5,F3,F3
88,12,4 Mudah lelah,mudah lelah,F3,5,5,F3,F3
88,13,5 Ujung tangan dingin,ujung tangan dingin,F3,5,5,F3,F3
88,14,6 Payudara membesar dan nyeri,payudara nyeri,F3,5,5,F3,F3
88,15,7 Tumor payudara pada wanita,tumor payudara wanita,F3,5,5,F3,F3
88,16,8 Miom rahim pada wanita,miom rahim wanita,F3,5,5,F3,F3
88,17,9 Mudah cemas,mudah cemas,F3,5,6,F3,Fx
88,18,"Walaupun pemberian estrogen seperti pil kb dapat membantu pengobatan jerawat, namun kenaikan estrogen berlebihan dapat juga meningkatkan keluhan jerawat salah satunya pada pria",estrogen pil kb bantu obat jerawat estrogen tingkat keluh jerawat salah pria,F3,5,6,F3,Fx
88,19,Sehingga menjaga estrogen dalam kondisi seimbang pada tubuh Anda akan penting untuk keseimbangan fungsinya,jaga estrogen kondisi imbang tubuh imbang fungsi,F3,6,6,F5,Fx
88,20,"Oleh karena itu, untuk saat ini, sebaiknya Anda menghentikan obat ini sampai bertemu dengan dokter Anda",henti obat temu dokter,F5,6,7,F5,Fx
88,21,"Dan bagaimanapun, semua ini memerlukan evaluasi dan pemeriksaan langsung oleh dokter spesialis kulit Anda, hal ini untuk memastikan kondisi keluhan jerawat ini serta ada tidaknya implikasi terhadap konsumsi obat ini",evaluasi periksa langsung dokter spesialis kulit kondisi keluh jerawat implikasi hadap konsumsi obat,F5,6,8,F5,F5
88,22,"Tanpa pemeriksaan langsung, hal ini sulit dapat dipastikan",periksa langsung sulit,F5,6,8,F5,F5
88,23,Kunjungi dokter spesialis Anda agar dokter dapat melihat langsung kondis keluhan ini,kunjung dokter spesialis dokter lihat langsung kondis keluh,F5,6,8,F5,F5
88,24,Pemeriksaan langsung akan diberikan berkaitan jerawat yang Anda rasakan,periksa langsung kait jerawat,F5,6,9,F5,Fx
88,25,"Bila diperlukan, dokter dapat melakukan pemeriksaan penunjang untuk mengetahui ada tidaknya kondisi medis lain, seperti gangguan keseimbangan hormon, alergi, atau kemungkinan suatu fungal acne",dokter laku periksa tunjang kondisi medis ganggu imbang hormon alergi fungal acne,F5,6,10,F5,Fx
88,26,Hasil pemeriksaan akan menjadi acuan perawatan dan penanganan untuk Anda,hasil periksa acu rawat tangan,F5,6,11,F5,Fx
88,27,"Untuk saat ini, beberapa hal perlu Anda usahakan, seperti: 1 Hindari stres",usaha hindar stres,F5,6,11,F5,Fx
88,28,2 Hindari tidur larut malam,hindar tidur larut malam,F5,6,12,F5,F1
88,29,3 Jangan melakukan pengobatan sendiri tanpa pemeriksaan dokter,laku obat periksa dokter,F5,6,12,F5,F1
88,30,4 Hindari pengobatan apapun tanpa indikasi yang sesuai atau hindari obat yang belum terdaftar di Bpom,hindar obat indikasi sesuai hindar obat daftar bpom,F5,6,12,F5,F1
88,31,Demikian informasi yang bisa kami sampaikan,informasi,F1,7,12,F1,F1
88,32,terima kasih,terima kasih,F1,8,12,Fx,F1
89,0,Salam,salam,F1,0,0,F4,F4
89,1,Keluhan yang dialami anak ibu kemungkinan dapat disebabkan oleh : 1 posisi testis kiri lebih tinggi dari sisi kanan,keluh alami anak posisi testis kiri sisi kanan,F4,0,0,F4,F4
89,2,2 subyektifitas pemeriksaan akibat posisi testis berbeda,subyektifitas periksa akibat posisi testis beda,F4,0,0,F4,F4
89,3,3 tarikan kulit scrotum yang menyebabkan perbedaan presepsi pemeriksaan testis,tarik kulit scrotum beda presepsi periksa testis,F4,0,0,F4,F4
89,4,"Sehingga selama tidak ada tanda radang dan rewel pada anak, kondisi ini secara umum dalam batas normal",tanda radang rewel anak kondisi batas normal,F4,1,1,Fx,Fx
89,5,"Namun, bagaimanapun juga, pemeriksaan langsung dengan tenaga profesional diperlukan untuk memastikan kondisi ini",periksa langsung tenaga profesional kondisi,F5,1,1,Fx,Fx
89,6,Sebaiknya Ibu dapat berkonsultasi langsung dengan dokter Anak untuk pemeriksaan dan evaluasi testis anak kita,konsultasi langsung dokter anak periksa evaluasi testis anak,F5,1,1,Fx,Fx
89,7,"Dengan demikian, bila ditemukan hal - hal yang beresiko dapat kita cegah lebih dini",temu resiko cegah,F5,2,2,F5,F5
89,8,"Demikian informasi yang bisa kami sampaikan, baca juga testis balita",informasi baca testis balita,F1,2,2,F5,F5
89,9,dr Ulfi,dr ulfi,F1,3,3,F1,F1
90,0,"Halo, terima kasih atas pertanyaannya untuk Alodokter",halo terima kasih alodokter,F1,0,0,F1,F1
90,1,Pada dasarnya paru - paru yang rusak tidak akan bisa disembuhkan / dikembalikan menjadi normal kembali kecuali dilakukan transplantasi paru,dasar paru paru rusak sembuh normal kecuali laku transplantasi paru,F3,0,0,F1,F1
90,2,Paru merupakan organ yang sangat penting untuk menunjang kehidupan manusia,paru rupa organ tunjang hidup manusia,F3,0,0,F1,F1
90,3,Paru adalah tempat terjadinya pertukaran gas oksigen dan karbondioksida,paru tukar gas oksigen karbondioksida,F3,1,1,F3,F3
90,4,Oksigen adalah gas yang dibutuhkan oleh seluruh sel - sel di tubuh manusia untuk bisa hidup,oksigen gas butuh sel sel tubuh manusia hidup,F3,1,1,F3,F3
90,5,"Di paru ini, oksigen yang dihirup saat bernapas akan diteruskan ke darah untuk kemudian diedarkan ke seluruh tubuh",paru oksigen hirup napas darah edar tubuh,F3,1,1,F3,F3
90,6,Karbondioksida (sisa metabolisme dan pernafasan sel - sel tubuh) akan dikeluarkan dari darah ke paru dan dihembuskan keluar saat anda membuang nafas,karbondioksida sisa metabolisme nafas sel sel tubuh darah paru hembus buang nafas,F3,2,2,Fx,Fx
90,7,"Bila paru mengalami kerusakan, pertukaran gas ini tidak akan bisa terjadi, dan tentu saja sel - sel tubuh tidak akan bisa mendapatkan oksigen sesuai kebutuhannya (dan tidak akan bisa membuang karbondioksida juga) sehingga nantinya sel - sel tubuh ini akan kekurangan oksigen dan mati",paru alam rusak tukar gas sel sel tubuh oksigen sesuai butuh buang karbondioksida sel sel tubuh oksigen mati,F3,2,2,Fx,Fx
90,8,"Bila kedua paru mengalami kerusakan total (artinya sudah tidak bisa berfungsi sama sekali), tentunya orang tersebut tidak akan bisa hidup",paru alam rusak total arti fungsi orang hidup,F3,3,3,F4,F4
90,9,"Bila setidaknya masih ada sedikit bagian paru yang bisa berfungsi, orang tersebut kemungkinan masih akan bisa hidup, namun hidupnya akan sangat bergantung pada suplementasi oksigen (harus membawa tabung oksigen ke mana - mana)",paru fungsi orang hidup hidup gantung suplementasi oksigen bawa tabung oksigen,F3,3,3,F4,F4
90,10,"Hal ini banyak ditemukan pada orang - orang yang mengalami PPOK (penyakit paru obstruksi kronis) yang berat, biasanya akibat kebiasaan merokok yang sangat banyak dan lama",temu orang orang alam ppok sakit paru obstruksi kronis berat akibat rokok,F3,4,4,F5,F5
90,11,"Karena saat ini anda hanya memiliki 1 paru yang masih bisa berfungsi dengan baik, maka anda harus bisa menjaga paru anda dengan baik",milik paru fungsi jaga paru,F4,4,4,F5,F5
90,12,Anda harus menghindari merokok sama sekali dan juga menghindari paparan dengan asap rokok agar tidak terjadi kerusakan pada paru anda yang masih sehat,hindar rokok hindar papar asap rokok rusak paru sehat,F5,4,4,F5,F5
90,13,Bila sampai anda mengalami infeksi pada paru anda (anda kembali mengalami batuk - batuk) maka anda harus segera memeriksakan diri anda ke dokter paru untuk evaluasi dan tatalaksana segera,alam infeksi paru alam batuk batuk periksa dokter paru evaluasi tatalaksana,F5,4,4,F5,F5
90,14,Anda juga disarankan untuk melakukan vaksinasi secara rutin untuk mencegah infeksi pada paru (seperti vaksinasi influenza dan pneumokokus),saran laku vaksinasi rutin cegah infeksi paru vaksinasi influenza pneumokokus,F5,4,4,F5,F5
90,15,Diskusikan kembali dengan dokter paru yang merawat anda untuk mengetahui lebih lanjut cara menjaga kesehatan paru anda dan mencegah terjadinya kerusakan pada paru anda yang sekarang masih sehat,diskusi dokter paru rawat jaga sehat paru cegah rusak paru sehat,F5,4,4,F5,F5
90,16,"Sekian informasi dari saya, semoga cukup menjawab",sekian informasi moga,F1,4,4,F5,F5
91,0,Halo Carolina,halo carolina,F1,0,0,F4,F1
91,1,Terima kasih atas pertanyaan Anda,terima kasih,F1,1,0,F1,F1
91,2,"Gangguan kesehatan yang anda alami dengan keluhan utama berupa timbulnya rasa sakit perut bagian bawah, dapat disebabkan oleh berbagai macam hal, diantaranya adalah : penyakit radang panggul, gangguan kesehatan pada usus, kista ovarium, peradangan pada usus buntu, endometriosis, peradangan pada kandung kemih, gangguan pada serviks seperti infeksi / radang / kanker, infeksi ginjal, kanker rahim, batu ginjal, radang saluran Tuba, dan lain sebagainya",ganggu sehat alami keluh utama rupa timbul sakit perut sakit radang panggul ganggu sehat usus kista ovarium radang usus buntu endometriosis radang kandung kemih ganggu serviks infeksi radang kanker infeksi ginjal kanker rahim batu ginjal radang salur tuba,F4,1,0,F1,F1
91,3,"Pada dasarnya rasa sakit perut disertai gejala - gejala lain yang Anda rasakan, jika timbulnya sudah lebih dari 24 jam, maka haruslah diwaspadai dan harus dilakukan serangkaian pemeriksaan lebih lanjut secara langsung, agar diketahui penyebab pastinya",dasar sakit perut gejala gejala timbul jam waspada laku rangkai periksa langsung,F4,1,0,F1,F1
91,4,"Kami menyarankan jika sampai saat ini gejala masih saja terjadi dan semakin memburuk, maka segeralah menemui dokter spesialis penyakit dalam, dan mendiskusikan masalah ini, agar Anda dapat lakukan serangkaian pemeriksaan seperti : pemeriksaan fisik khususnya bagian perut, tas darah, USG khusus perut, dan lain - lain, sehingga akhirnya penanganan yang tepat dapat di berikan sesuai dengan penyebab pasti yang nantinya diketahui",saran gejala buruk temu dokter spesialis sakit diskusi laku rangkai periksa periksa fisik khusus perut tas darah usg khusus perut tangan ikan sesuai,F5,1,0,F1,F1
91,5,"Demikian penjelasan yang dapat kami sampaikan, semoga bermanfaat",moga manfaat,F1,1,0,F1,F1
91,6,"Salam, dr Jati",salam dr jati,F1,1,0,F1,F1
92,0,"Hai, terima kasih sudah bertanya di alodokter com",hai terima kasih alodokter com,F1,0,0,F1,F1
92,1,Banyak penyakit yang dapat terjadi berkaitan dengan keluhan nyeri perut kiri,sakit kait keluh nyeri perut kiri,F3,1,1,F3,F3
92,2,"Pada perut bagian kiri terdapat beberapa organ (dari perut kiri bagian atas ke bawah), yaitu jantung kiri bagian bawah, paru - paru kiri bagian bawah, lambung, limpa, usus halus, usus besar, ginjal, saluran ginjal, indung telur dan saluran indung telur",perut kiri organ perut kiri jantung kiri paru paru kiri lambung limpa usus halus usus ginjal salur ginjal indung telur salur indung telur,F3,1,1,F3,F3
92,3,Kelainan pada semua organ tersebut dapat menyebabkan munculnya keluhan nyeri,organ muncul keluh nyeri,F3,1,1,F3,F3
92,4,"Kelainan tersebut meliputi infeksi, trauma, tumor, dan autoimun",liput infeksi trauma tumor autoimun,F3,1,1,F3,F3
92,5,"Namun, pada masing - masing organ akan memiliki karakteristik nyeri yang muncul",organ milik karakteristik nyeri muncul,F3,1,1,F3,F3
92,6,Selain itu akan tampak gejala penyerta yang muncul berkaitan dengan fungsi masing - masing organ tersebut,gejala muncul kait fungsi organ,F3,1,1,F3,F3
92,7,"Untuk dapat mengetahui organ apa yang menyebabkan nyeri dan kelainan apa yang terjadi, sebaiknya anda berkonsultasi dengan dokter terdekat",organ nyeri konsultasi dokter,F5,1,1,F3,F3
92,8,dokter akan mewawancarai dan melakukan pemeriksaan fisik langsung pada perut kiri anda,dokter wawancara laku periksa fisik langsung perut kiri,F5,1,1,F3,F3
92,9,"Jika diperlukan, dokter akan meminta anda melakukan pemeriksaan penunjang seperti Rontgen atau USG perut",dokter laku periksa tunjang rontgen usg perut,F5,1,1,F3,F3
92,10,"Apabila keluhan nyeri anda minimal dan tidak begitu mengganggu, anda dapat membuat topik pertanyaan baru dengan mencantumkan lokasi nyeri secara detail, apakah nyeri yang dirasakan pada perut kiri bagian atas atau bawah",keluh nyeri minimal ganggu topik cantum lokasi nyeri detail nyeri perut kiri,F5,1,1,F3,F3
92,11,"Cantumkan juga rasa nyeri yang muncul, apakah rasa panas terbakar, ditusuk - tusuk atau dipelintir",cantum nyeri muncul panas bakar tusuk tusuk pelintir,F5,2,2,F5,F5
92,12,Apakah rasa nyeri muncul terus menerus atau hilang timbul,nyeri muncul hilang timbul,F5,2,2,F5,F5
92,13,"Serta, sebutkanlah gejala penyerta yang anda alami, seperti apakah ada demam, terasa mual, muntah, begah, sering sendawa, cepat kenyang, diare, konstipasi, tidak bisa BAB, terdapat kelainan pada BAK dan masalah menstruasi jika ada",gejala alami demam mual muntah begah sendawa cepat kenyang diare konstipasi bab bak menstruasi,F5,3,3,Fx,Fx
92,14,"Demikian, semoga bermanfaat",moga manfaat,F1,3,3,Fx,Fx
93,0,Halo Gung Stuti,halo gung stuti,F1,0,0,F1,F1
93,1,Obat yang Anda sebutkan merupakan obat yang berisikan ranitidine 150mg,obat rupa obat berisik ranitidine mg,F4,1,1,F4,F4
93,2,Obat ini merupakan obat yang digunakan untuk menangani gejala penyakit akibat produksi asam lambung berlebih yang bekerja pada saluran pencernaan yang mengalami iritasi dan peradangan,obat rupa obat tangan gejala sakit akibat produksi asam lambung kerja salur cerna alam iritasi radang,F4,1,1,F4,F4
93,3,Obat ini merupakan obat resep yang tidak semestinya dibeli bebas,obat rupa obat resep mesti beli bebas,F4,1,1,F4,F4
93,4,Obat ini tersedia dalam beberapa bentuk dimana dapat diberikan baik sebelum makan ataupun sesudah makan,obat sedia bentuk makan makan,F4,1,2,F4,F6
93,5,Efek samping dari obat ini sendiri diantaranya adalah: Muntah - muntah,efek samping obat muntah muntah,F6,2,2,F6,F6
93,6,Sulit menelan,sulit telan,F6,2,3,F6,Fx
93,7,Sakit perut,sakit perut,F6,2,3,F6,Fx
93,8,Urin menjadi keruh,urin keruh,F6,2,3,F6,Fx
93,9,Sakit kepala,sakit kepala,F6,3,3,F5,Fx
93,10,Untuk itu perhatikan dosis yang dianjurkan oleh dokter dan minum sesuai jadwal dan anjuran yang diberikan,perhati dosis anjur dokter minum sesuai jadwal anjur,F5,3,3,F5,Fx
93,11,"Untuk menghindari asam lambung sendiri makanlah dengan teratur, makan sedikit dengan frekuensi lebih sering lebih baik daripada makan dalam porsi besar 2 - 3 kali sehari, hindari konsumsi kafein seperti pada kopi, cokelat, teh ataupun minuman bersoda, hindari makanan pedas, berlemak ataupun berminyak untuk menghindari penyakit asam lambung",hindar asam lambung makan atur makan frekuensi makan porsi kali hindar konsumsi kafein kopi cokelat teh minum soda hindar makan pedas lemak minyak hindar sakit asam lambung,F5,3,4,F5,F5
93,12,"Semoga bermanfaat, dr Adhi P",moga manfaat dr adhi p,F1,3,4,F5,F5
94,0,"Halo, Terima kasih atas pertanyaan Anda",halo terima kasih,F1,0,0,F1,F1
94,1,"Norethisterone merupakan hormon progesteron sintetik yang sering diindikasikan untuk: meringankan gejala yang muncul menjelang menstruasi (sindrom premenstruasi), meredakan gejala endometriosis, baik sebagai pengontrol nyeri ataupun perdarahan berlebih kanker payudara kontrasepsi",norethisterone rupa hormon progesteron sintetik indikasi ringan gejala muncul jelang menstruasi sindrom premenstruasi reda gejala endometriosis kontrol nyeri darah kanker payudara kontrasepsi,F3,1,1,F3,F3
94,2,"Obat ini tergolong sebagai obat resep sehingga sekalipun tersedia di apotek, untuk memperolehnya membutuhkan resep dokter",obat golong obat resep sedia apotek butuh resep dokter,F3,1,1,F3,F3
94,3,"Di samping itu, dosis dan frekuensi obat sebaiknya disesuaikan dengan tujuan pengobatan",samping dosis frekuensi obat sesuai tuju obat,F3,1,1,F3,F3
94,4,"Oleh karena itulah, sebelum mengonsumsi obat ini, sebaiknya berkonsultasi terlebih dahulu dengan dokter",konsumsi obat konsultasi dokter,F3,1,1,F3,F3
94,5,"Perlu Anda perhatikan, norethisterone juga bisa menimbulkan efek samping, antara lain : perut kembung, nyeri kepala, mual, nyeri payudara, perubahan berat badan, sering dikaitkan dengan retensi cairan dalam tubuh gangguan menstruasi, baik berlangsung singkat ataupun tidak, menstruasi (amenore) sulit tidur",perhati norethisterone timbul efek samping perut kembung nyeri kepala mual nyeri payudara ubah berat badan kait retensi cair tubuh ganggu menstruasi langsung singkat menstruasi amenore sulit tidur,F6,1,1,F3,F3
94,6,"Mengenai harga, obat ini tersedia dalam berbagai merk dagang dengan harga yang berlainan antara satu dengan yang lain",kena harga obat sedia merk dagang harga,F4,1,1,F3,F3
94,7,"Untuk memastikannya, tanyakanlah ke apoteker sebelum membayar obat yang diresepkan dokter",apoteker bayar obat resep dokter,F5,1,1,F3,F3
94,8,"Demikian, semoga bermanfaat dr Lili",moga manfaat dr lili,F1,1,1,F3,F3
95,0,Mika yang baik,mika,F1,0,0,F1,F1
95,1,"Setiap perempuan dalam usia subur akan mengalami menstruasi setiap 21 - 35 hari terhitung dari hari pertama haid terakhir, dengan lama durasi haid berkisar antara 3 - 7 hari",perempuan usia subur alam menstruasi hitung haid durasi haid kisar,F3,0,0,F1,F1
95,2,Rentang ini merupakan patokan normal haid pada kebanyakan wanita,rentang rupa patok normal haid wanita,F3,0,0,F1,F1
95,3,"Namun demikian tak jarang ditemukan pula kondisi haid yang bermasalah, entah datangnya yang terlambat, terlalu cepat, durasinya yang terlalu singkat atau justru terlalu lama",jarang temu kondisi haid lambat cepat durasi singkat,F3,1,1,F3,F3
95,4,"Hal ini pada dasarnya disebabkan oleh karena hormon yang mendasari siklus haid tersebut dipengaruhi oleh banyak hal seperti : kehamilan, proses menyusui, penggunaan kontrasepsi, pola makan dan gaya hidup, stres psikis, penyakit tiroid, polip rahim, penyakit kista ovarium",dasar hormon dasar siklus haid pengaruh hamil proses susu kontrasepsi pola makan gaya hidup stres psikis sakit tiroid polip rahim sakit kista ovarium,F3,1,1,F3,F3
95,5,Kebanyakan gangguan haid bersifat ringan dan akan sembuh dengan sendirinya,ganggu haid sifat ringan sembuh,F3,1,1,F3,F3
95,6,"Namun gangguan haid yang tak kunjung sembuh apalagi jika disertai dengan nyeri yang tak tertahankan, maka penting bagi Anda untuk memeriksakannya terlebih dahulu ke dokter kandungan, untuk melihat adakah keterlibatan fisik pada kondisi tersebut",ganggu haid kunjung sembuh nyeri tahan periksa dokter kandung lihat libat fisik kondisi,F5,1,1,F3,F3
95,7,Berikut kami lampirkan artikel mengenai haid lama,lampir artikel kena haid,F5,1,1,F3,F3
95,8,Semoga bermanfaat,moga manfaat,F1,1,1,F3,F3
95,9,dr N K Arief,dr n k arief,F1,1,1,F3,F3
96,0,"Halo Hilmi, terima kasih atas pertanyaannya",halo hilmi terima kasih,F1,0,0,Fx,F1
96,1,"Beragam kondisi kesehatan dapat menyebabkan gejala sakit kepala belakang seperti sakit kepala tegang, migrain basilar, sakit kepala harian kronis, sakit kepala karena aktivitas fisik (exertional headache), atau neuralgia oksipital",agam kondisi sehat gejala sakit kepala sakit kepala tegang migrain basilar sakit kepala kronis sakit kepala aktivitas fisik exertional headache neuralgia oksipital,F3,0,0,Fx,F1
96,2,Pamol adalah merk dagang obat yang mengandung paracetamol sedangkan mefinal adalah merk dagang obat yang mengandung asam mefenamat,pamol merk dagang obat kandung paracetamol mefinal merk dagang obat kandung asam mefenamat,F3,1,1,F3,F3
96,3,Asam mefenamat dan sodium / natrium (Na) diklofenak adalah obat dari golongan yang sama yaitu obat anti - inflamasi non - steroid (OAINS),asam mefenamat sodium natrium na diklofenak obat golong obat anti inflamasi non steroid oains,F3,1,1,F3,F3
96,4,Baik paracetamol maupun OAINS adalah obat yang biasanya digunakan untuk mengatasi sakit,paracetamol oains obat sakit,F3,1,1,F3,F3
96,5,Tidak jarang kedua obat ini dikombinasikan untuk memberikan efek pereda sakit yang lebih kuat,jarang obat kombinasi efek reda sakit kuat,F3,1,1,F3,F3
96,6,Sebaiknya Anda memilih salah satu dari kedua obat OAINS tersebut,pilih salah obat oains,F3,2,2,F5,Fx
96,7,Paracetamol merupakan obat pereda sakit yang aman untuk dikonsumsi dan jarang menyebabkan efek samping tertentu,paracetamol rupa obat reda sakit aman konsumsi jarang efek samping,F5,2,3,F5,F6
96,8,"Efek samping dari paracetamol adalah reaksi alergi (jarang terjadi) dan gangguan fungsi hati jika dikonsumsi berlebih dan sedangkan efek samping umum OAINS adalah sakit maag, gangguan fungsi ginjal, dan reaksi alergi",efek samping paracetamol reaksi alergi jarang ganggu fungsi hati konsumsi efek samping oains sakit maag ganggu fungsi ginjal reaksi alergi,F6,3,3,F6,F6
96,9,Obat - obat tersebut tidak menyebabkan gangguan pendengaran,obat obat ganggu dengar,F6,3,3,F6,F6
96,10,Silakan Anda konsumsi obat sesuai dengan anjuran dokter,sila konsumsi obat sesuai anjur dokter,F5,3,3,F6,F6
96,11,Cobalah juga untuk mencari pencetus sakit kepala dan menghindarinya,coba cari cetus sakit kepala hindar,F5,3,3,F6,F6
96,12,"Jangan lupa untuk beristirahat dengan cukup, Mengonsumsi makanan dengan gizi seimbang, dan minum cukup air putih",lupa istirahat konsumsi makan gizi imbang minum air putih,F5,3,3,F6,F6
96,13,"Jika keluhan tidak kunjung membaik setelah beberapa hari Mengonsumsi obat tersebut, silakan Anda kembali memeriksakan diri ke dokter ya",keluh kunjung konsumsi obat sila periksa dokter ya,F5,3,4,F6,F5
96,14,Salam,salam,F1,4,4,F1,F5
97,0,"Halo, terima kasih sudah bertanya ke Alodokter",halo terima kasih alodokter,F1,0,0,F1,F1
97,1,"Kemungkinan hamil pada saat haid adalah sangat kecil, akibat haid yang terjadi karena peluruhan dari sel telur yang telah matang yang tidak dibuahi oleh sperma",hamil haid akibat haid luruh sel telur matang buah sperma,F4,1,1,F4,F4
97,2,Wanita berkesempatan untuk hamil sebesar 15% - 25% setiap bulannya,wanita hamil,F3,1,1,F4,F4
97,3,"Bila berhubungan secara rutin, maka 4 dari 5 wanita akan hamil dalam setahun pertama perencanaan kehamilan, yang lainnya membutuhkan waktu lebih lama dan mungkin dibutuhkan bantuan untuk dapat hamil",hubung rutin wanita hamil rencana hamil butuh butuh bantu hamil,F3,1,1,F4,F4
97,4,"Siklus haid yang normal adalah berkisar 21 - 35 hari, dihitung dari hari pertama haid sebelumnya sampai haid berikutnya",siklus haid normal kisar hitung haid haid,F3,2,2,F3,F3
97,5,"Pada umumnya, ovulasi terjadi 14 hari sebelum hari pertama haid berikutnya",ovulasi haid,F3,2,2,F3,F3
97,6,Ovulasi pada umumnya berbeda - beda pada setiap wanita tergantung dengan siklus haid,ovulasi beda beda wanita gantung siklus haid,F3,2,2,F3,F3
97,7,Masa subur terjadi berkisar masa ovulasi atau 12 - 16 hari sebelum hari pertama menstruasi berikutnya,subur kisar ovulasi menstruasi,F3,2,2,F3,F3
97,8,Sehingga disarankan untuk berhubungan secara teratur 4 - 5 hari menjelang masa subur,saran hubung atur jelang subur,F3,2,2,F3,F3
97,9,"Tanda - tanda seorang wanita mendekati masa subur, antara lain : Lendir pada vagina",tanda tanda orang wanita subur lendir vagina,F3,3,3,Fx,Fx
97,10,Suhu tubuh meningkat,suhu tubuh tingkat,F3,3,3,Fx,Fx
97,11,Lebih bergairah,gairah,F3,3,3,Fx,Fx
97,12,"Beberapa hal yang dapat Anda lakukan untuk cepat memiliki keturunan, antara lain : Berhubungan intim secara teratur tanpa alat pelindung, 3 - 4 kali dalam seminggu",laku cepat milik turun hubung intim atur alat lindung kali minggu,F5,3,3,Fx,Fx
97,13,"Menjalankan pola hidup sehat, seperti rutin berolahraga dan menghindari rokok dan minuman berlakohol",jalan pola hidup sehat rutin olahraga hindar rokok minum berlakohol,F5,4,4,F5,F5
97,14,Makan makanan yang bergizi juga dapat meningkatkan kesuburan (Artikel : Makanan Penyubur Kandungan),makan makan gizi tingkat subur artikel makan subur kandung,F5,4,4,F5,F5
97,15,Cek kesehatan untuk mengetahui apakah ada penyakit tertentu,cek sehat sakit,F5,4,4,F5,F5
97,16,"Sebaiknya Anda dan pasangan berkonsultasi terlebih dahulu ke Dokter Spesialis Kandungan, untuk merencanakan kehamilan dan dapat dilakukan pemeriksaan dan penanganan secara tepat jika diperlukan",pasang konsultasi dokter spesialis kandung rencana hamil laku periksa tangan,F5,4,4,F5,F5
97,17,Dokter akan melakukan wawancara dan pemeriksaan secara menyeluruh pada Anda dan pasangan Anda,dokter laku wawancara periksa pasang,F5,4,4,F5,F5
97,18,"Kemungkinan akan dilakukan pemeriksaan kesuburan seperti pemeriksaan sperma, fungsi ovulasi dan kadar hormon dan lain - lain jika diperlukan",laku periksa subur periksa sperma fungsi ovulasi kadar hormon,F5,4,4,F5,F5
97,19,Baca juga artikel mengenai Cara Cepat Hamil,baca artikel kena cepat hamil,F5,5,5,Fx,Fx
97,20,Semoga bermanfaat,moga manfaat,F5,5,5,Fx,Fx
97,21,"Salam, dr Christian Haryanto",salam dr christian haryanto,F1,5,5,Fx,Fx
98,0,Hai Rama,hai rama,F1,0,0,F4,F4
98,1,Telat menstruasi tidak selalu terkait dengan kehamilan,telat menstruasi kait hamil,F4,0,0,F4,F4
98,2,Beberapa penyebab lain yang dapat menimbulkan telat menstruasi adalah : Stres,timbul telat menstruasi stres,F3,0,0,F4,F4
98,3,Obesitas,obesitas,F3,0,1,F4,F3
98,4,Berat badan turun,berat badan turun,F3,0,1,F4,F3
98,5,Hormon prolaktin berlebihan,hormon prolaktin,F3,0,1,F4,F3
98,6,Pemakaian alat KB,pakai alat kb,F3,0,1,F4,F3
98,7,Sindrom ovarium polikistik / PCOS,sindrom ovarium polikistik pcos,F3,1,1,F3,F3
98,8,Penyakit kronis seperti diabetes,sakit kronis diabetes,F3,1,1,F3,F3
98,9,Gangguan tiroid,ganggu tiroid,F3,1,1,F3,F3
98,10,"Menopause dini Merokok, dan Kehamilan",menopause rokok hamil,F3,1,1,F3,F3
98,11,"Untuk mengetahui dengan pasti apakah teman Anda hamil atau tidak, sebaiknya segera memeriksakan kondisi ini ke dokter, atau terlebih dahulu menggunakan alat test kehamilan di rumah",teman hamil periksa kondisi dokter alat test hamil rumah,F5,1,2,F3,Fx
98,12,"Tanda tanda kehamilan bisa saja tidak tampak pada orang yang sedang hamil, khususnya yang masih terlalu muda usia kehamilannya",tanda tanda hamil orang hamil khusus muda usia hamil,F3,1,3,F3,Fx
