word,doc_freq
pusat,1
valerate,1
muat,1
taut,1
limbung,1
individu,1
gram,1
haus,1
etika,1
anatomi,1
cat,1
gun,1
drugs,1
kulup,1
antiemetik,1
hirup,1
apalabila,1
circumference,1
ldl,1
gemetar,1
plasma,1
volumnya,1
pantat,1
eksplorasi,1
mik,1
perisa,1
siksa,1
mukosa,1
bir,1
sintesis,1
skrotalis,1
tampung,1
mola,1
mendiagnosa,1
minim,1
trimethoprim,1
thrombocytopenic,1
itp,1
ungu,1
masker,1
patut,1
basal,1
layan,1
kanguru,1
quan,1
patuh,1
klaim,1
seprti,1
intrauterine,1
kemerahmudaan,1
subkutan,1
higinitas,1
lokal,1
rektal,1
cyclo,1
ostochondritis,1
salmon,1
irit,1
servik,1
badanyang,1
hyoermenorrhea,1
rupiah,1
susun,1
hipermenorea,1
batang,1
ilegal,1
ji,1
hemoptisis,1
organization,1
uric,1
peradarahan,1
ulkus,1
crl,1
dagang,1
efusi,1
hembus,1
materaial,1
pump,1
toksin,1
purpura,1
rumus,1
luteum,1
kemerhan,1
kehamila,1
length,1
bekemih,1
kroscek,1
waris,1
angiotensin,1
disseminated,1
ah,1
hidrasi,1
kejut,1
fungsional,1
ac,1
basilar,1
kentang,1
simptomatik,1
pascapersalinan,1
karet,1
world,1
seiiring,1
overdosis,1
eliminasi,1
staghorn,1
fertilisasi,1
hc,1
nang,1
bungkus,1
amoxicilin,1
kangkung,1
bahas,1
budesonide,1
hydrochloride,1
anuria,1
ureteroscopy,1
oksidasi,1
naproksen,1
ida,1
tuna,1
diklofenak,1
senyawa,1
rhinovirus,1
antiflogistik,1
konsultsi,1
butir,1
enterocolitis,1
modifying,1
tega,1
dermoid,1
jitu,1
nahan,1
tara,1
menantukkan,1
kompensasi,1
retrograde,1
hygienis,1
kerupuk,1
hand,1
hrv,1
sistoskopi,1
sebentar,1
tenang,1
menstruai,1
dexamethsaon,1
desoksimetason,1
kristalina,1
begitupula,1
meningitis,1
ngilu,1
ekskresi,1
bergerser,1
sepet,1
sore,1
dysmenorrhea,1
rehabilitasi,1
buncis,1
ruptut,1
gurat,1
interruptus,1
metroragia,1
untung,1
grok,1
intai,1
levonorgestrel,1
pituitari,1
skor,1
mobilisasi,1
probiotik,1
lengan,1
produktivitas,1
blues,1
syndrom,1
percik,1
kelolah,1
beberapankondisi,1
pleura,1
dimanagemen,1
antirheumatic,1
kerangka,1
acid,1
clomiphene,1
steril,1
suplai,1
cholecystectomy,1
xd,1
kapsul,1
methylprednisolone,1
intra,1
konsums,1
interna,1
tuberukulosis,1
sondong,1
ciprofloxasin,1
uteroskopi,1
contagiosum,1
collitis,1
tatap,1
antranya,1
ibuprofenbeberapa,1
probe,1
layak,1
enzim,1
uterine,1
typhi,1
anggota,1
polymenorrhea,1
mentiriskan,1
ppok,1
perawan,1
pangku,1
alloris,1
atopik,1
synovial,1
khasiat,1
gs,1
distraksi,1
cholangiopancreatography,1
kortikosteroud,1
topikal,1
sonografi,1
kelinci,1
gelang,1
halaman,1
kambing,1
sejati,1
mangkuk,1
hicks,1
glomerulus,1
laju,1
ovarian,1
celiac,1
